,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,airline,text,tweet_created,x,y
352,4119,5.67814633047728e+17,negative,1.0,United,"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united",2015-02-17 14:35:32 -0800,45.58931882,-122.5959928
353,4139,5.67808255566602e+17,neutral,0.7083,United,"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)",2015-02-17 14:10:12 -0800,39.85861725,-104.67232956
354,4171,5.67796247672721e+17,neutral,1.0,United,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,2015-02-17 13:22:29 -0800,39.85861339,-104.67232131
355,4206,5.67778009013178e+17,negative,1.0,United,@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,2015-02-17 12:10:00 -0800,26.37852293,-81.78472152
356,4208,5.67775418612195e+17,positive,0.6522,United,@united looks like I'm settled in to where I'm going.  Thx.,2015-02-17 11:59:43 -0800,39.85871934,-104.67371484
357,4220,5.6776781065567e+17,negative,1.0,United,@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,2015-02-17 11:29:29 -0800,40.70773298,-74.17069948
358,4225,5.67767199700759e+17,negative,1.0,United,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,2015-02-17 11:27:03 -0800,40.70749747,-74.17084113
360,4287,5.67733177590874e+17,positive,1.0,United,@united I appreciate the follow up.,2015-02-17 09:11:52 -0800,40.35805521,-111.78241283
361,4300,5.67727403964056e+17,negative,0.7109,United,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",2015-02-17 08:48:55 -0800,37.62006843,-122.38822083
363,4313,5.67686845903827e+17,neutral,0.6579,United,@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,2015-02-17 06:07:45 -0800,30.09009009,-95.64621813
364,4319,5.67623209026335e+17,negative,0.6337,United,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",2015-02-17 01:54:53 -0800,38.9058375,-77.00423674
366,4332,5.70304445734629e+17,negative,1.0,Southwest,@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.,2015-02-24 11:29:10 -0800,41.19758614,-73.76914167
367,4333,5.70304178314191e+17,negative,1.0,Southwest,@SouthwestAir my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,2015-02-24 11:28:06 -0800,41.1974934,-73.76920486
368,4341,5.70299642887442e+17,positive,0.6809,Southwest,@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,2015-02-24 11:10:05 -0800,41.19747574,-73.76926201
369,4363,5.7028751387467e+17,negative,0.6526,Southwest,@SouthwestAir thx but I'll be expecting a credit for this leg.,2015-02-24 10:21:53 -0800,41.78546237,-87.7430551
370,4365,5.70286359983886e+17,negative,1.0,Southwest,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",2015-02-24 10:17:18 -0800,42.88502249,-85.52894527
372,4420,5.70264316743545e+17,negative,1.0,Southwest,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,2015-02-24 08:49:42 -0800,38.30097379,-122.30180037
373,4445,5.70250945281589e+17,negative,1.0,Southwest,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,2015-02-24 07:56:34 -0800,35.84808282,-78.66572751
374,4477,5.7021791819522e+17,positive,1.0,Southwest,@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,2015-02-24 05:45:20 -0800,42.3667769,-71.0170733
375,4482,5.70214946815869e+17,negative,0.6843,Southwest,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,2015-02-24 05:33:32 -0800,39.87778809,-75.23663363
377,4555,5.70032108447494e+17,neutral,0.6404,Southwest,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,2015-02-23 17:26:59 -0800,39.64617884,-94.31618144
378,4560,5.70017987349996e+17,positive,0.7047,Southwest,@SouthwestAir following. Thank you.,2015-02-23 16:30:53 -0800,37.6177248,-122.3913514
379,4564,5.70014474993689e+17,negative,1.0,Southwest,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,2015-02-23 16:16:55 -0800,37.6170841,-122.3877223
380,4593,5.69992825997279e+17,neutral,1.0,Southwest,@SouthwestAir any deals to orlando in April/may??,2015-02-23 14:50:54 -0800,41.52066893,-81.21118788
381,4629,5.69975026239164e+17,positive,0.6676,Southwest,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises,2015-02-23 13:40:10 -0800,39.50503682,-119.77382751
382,4630,5.69974833418601e+17,negative,1.0,Southwest,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,2015-02-23 13:39:24 -0800,32.73154946,-117.19636508
385,4683,5.69937700993819e+17,negative,1.0,Southwest,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,2015-02-23 11:11:51 -0800,42.3427148,-71.5504243
386,4684,5.69937119411462e+17,negative,1.0,Southwest,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",2015-02-23 11:09:32 -0800,32.7156489,-117.1556388
387,4695,5.69924965446726e+17,positive,1.0,Southwest,@SouthwestAir nice touch on the passbook integration!,2015-02-23 10:21:15 -0800,33.43403712,-111.99678364
388,4716,5.69904370361483e+17,negative,1.0,Southwest,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,2015-02-23 08:59:24 -0800,33.64079948,-84.4358346
389,4729,5.69894088209596e+17,positive,1.0,Southwest,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1,2015-02-23 08:18:33 -0800,32.85744983,-97.03548311
390,4787,5.69757790626906e+17,positive,1.0,Southwest,@SouthwestAir yes I was everything worked out great,2015-02-22 23:16:57 -0800,34.00646846,-118.48131246
391,4806,5.69710964712411e+17,positive,0.6549,Southwest,@SouthwestAir TY for your consideration!,2015-02-22 20:10:53 -0800,40.76352814,-111.89191896
393,4826,5.69695695868817e+17,negative,1.0,Southwest,@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.,2015-02-22 19:10:12 -0800,41.79410567,-87.74243312
394,4891,5.69667805643035e+17,positive,0.646,Southwest,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,2015-02-22 17:19:23 -0800,33.51750182,-101.90914558
395,4901,5.69667075280499e+17,positive,1.0,Southwest,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,2015-02-22 17:16:29 -0800,29.65283375,-95.275749
396,4910,5.69660698231308e+17,neutral,0.6926,Southwest,@SouthwestAir I have followed you. Awaiting your DM.,2015-02-22 16:51:08 -0800,40.91509493,-81.4367726
397,4916,5.69650294746821e+17,negative,1.0,Southwest,@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,2015-02-22 16:09:48 -0800,32.73284288,-117.19634507
398,4920,5.69648240150204e+17,negative,1.0,Southwest,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",2015-02-22 16:01:38 -0800,40.91497406,-81.43686526
399,4924,5.6964445637634e+17,positive,0.6748,Southwest,@SouthwestAir Thanks.,2015-02-22 15:46:36 -0800,42.58417604,-83.1064707
400,4934,5.6963551313886e+17,neutral,1.0,Southwest,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",2015-02-22 15:11:04 -0800,42.58399752,-83.10630667
401,4935,5.69635428237779e+17,neutral,0.7012,Southwest,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,2015-02-22 15:10:44 -0800,39.87875827,-75.23722854
402,4970,5.69591945816773e+17,negative,1.0,Southwest,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",2015-02-22 12:17:57 -0800,30.27027027,-97.74064527
403,4974,5.69589379385008e+17,positive,1.0,Southwest,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,2015-02-22 12:07:45 -0800,33.4338494,-111.9963312
404,4976,5.6958837503796e+17,negative,1.0,Southwest,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,2015-02-22 12:03:45 -0800,33.00605781,-96.76519155
405,4977,5.69588348593025e+17,negative,0.3546,Southwest,@SouthwestAir thanks for the response - flight time has passed - rebooked now,2015-02-22 12:03:39 -0800,41.72810364,-71.43406677
406,4980,5.69586235259404e+17,positive,0.678,Southwest,@SouthwestAir good to be back. See you all again in several weeks.,2015-02-22 11:55:15 -0800,34.7300769,-92.219814
407,4992,5.69567028136297e+17,neutral,0.3444,Southwest,@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.,2015-02-22 10:38:56 -0800,41.77838296,-87.7409109
408,4993,5.69566673235272e+17,negative,1.0,Southwest,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,2015-02-22 10:37:31 -0800,38.84884095,-77.04207298
409,5022,5.69524284873425e+17,positive,1.0,Southwest,@SouthwestAir I will say that your customer service has consistently been the very best!!!,2015-02-22 07:49:05 -0800,40.72845228,-80.08224442
410,5035,5.69508406551323e+17,negative,0.6631,Southwest,@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,2015-02-22 06:45:59 -0800,36.12665696,-86.66953068
411,5058,5.69483642931692e+17,negative,0.6843,Southwest,@SouthwestAir do you ever reinstate Cancelled Flighted flights?,2015-02-22 05:07:35 -0800,41.65451582,-70.61064187
412,5061,5.69453233044885e+17,negative,1.0,Southwest,@SouthwestAir #flight #Cancelled Flightled...tried to get refund but on hold. Can I get it after my flight would have departed?,2015-02-22 03:06:45 -0800,39.87638268,-75.23929034
414,5093,5.69350730034729e+17,negative,1.0,Southwest,@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?,2015-02-21 20:19:26 -0800,39.73217408,-105.0050626
415,5112,5.69336871853171e+17,negative,1.0,Southwest,@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous,2015-02-21 19:24:22 -0800,39.1848041,-76.6787131
416,5113,5.69336246474023e+17,neutral,1.0,Southwest,@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p,2015-02-21 19:21:53 -0800,28.44752379,-81.46716587
417,5117,5.69333637382054e+17,negative,1.0,Southwest,@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,2015-02-21 19:11:31 -0800,39.1780768,-76.670155
418,5127,5.69323555365753e+17,negative,1.0,Southwest,@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.,2015-02-21 18:31:27 -0800,39.1766101,-76.6700606
419,5128,5.69321988591907e+17,negative,1.0,Southwest,"@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!",2015-02-21 18:25:14 -0800,39.1766101,-76.6700606
420,5129,5.69320844503228e+17,negative,1.0,Southwest,@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,2015-02-21 18:20:41 -0800,39.1765188,-76.6696894
421,5131,5.69318905476477e+17,neutral,1.0,Southwest,@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,2015-02-21 18:12:59 -0800,39.1766716,-76.6694354
422,5132,5.69318043702178e+17,negative,0.6552,Southwest,@SouthwestAir crazy how every airline flew out to the northeast tonight except you,2015-02-21 18:09:33 -0800,42.19881665,-83.3859395
423,5133,5.69317747101983e+17,negative,1.0,Southwest,"@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail",2015-02-21 18:08:22 -0800,39.1766628,-76.6694238
425,5148,5.69308552671707e+17,negative,1.0,Southwest,"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable.",2015-02-21 17:31:50 -0800,39.1766573,-76.669424
426,5160,5.6929349996895e+17,negative,1.0,Southwest,@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,2015-02-21 16:32:02 -0800,28.43278708,-81.46990923
428,5193,5.69264118219215e+17,negative,1.0,Southwest,@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights,2015-02-21 14:35:16 -0800,36.15093569,-115.27959887
429,5196,5.69262088008417e+17,negative,0.6989,Southwest,@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.,2015-02-21 14:27:12 -0800,39.17692138,-76.66929304
430,5210,5.69258359670645e+17,negative,1.0,Southwest,@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,2015-02-21 14:12:23 -0800,39.1799072,-76.6704455
431,5214,5.69256107186782e+17,neutral,0.3754,Southwest,@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes,2015-02-21 14:03:26 -0800,39.1798687,-76.6707032
432,5219,5.69254020457636e+17,negative,1.0,Southwest,@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.,2015-02-21 13:55:09 -0800,39.1799094,-76.6709767
433,5280,5.69219080080659e+17,neutral,0.6784,Southwest,"@SouthwestAir flight 3899 HOU to MDW aboard a Boeing 73, boarded for an on-time 2PM departure. #WheelsUp #fb",2015-02-21 11:36:18 -0800,29.6526846,-95.2787367
434,5289,5.69211825218318e+17,negative,1.0,Southwest,@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now,2015-02-21 11:07:29 -0800,26.52778866,-81.75533052
435,5305,5.69206711443182e+17,positive,1.0,Southwest,@SouthwestAir @bgr1061 luv SWA myself and my employees use you always!!,2015-02-21 10:47:10 -0800,38.90385896,-76.51625101
436,5333,5.69184833361936e+17,neutral,0.6843,Southwest,@SouthwestAir I DM'd you,2015-02-21 09:20:13 -0800,30.26196639,-97.75945775
437,5373,5.69161583718474e+17,negative,1.0,Southwest,"@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",2015-02-21 07:47:50 -0800,41.81477378,-80.93644744
438,5374,5.6916092496092e+17,positive,1.0,Southwest,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,2015-02-21 07:45:13 -0800,33.6839241,-117.8607358
441,5468,5.68969143581413e+17,positive,1.0,Southwest,@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,2015-02-20 19:03:09 -0800,30.30630631,-97.71394697
442,5485,5.68951064688374e+17,positive,1.0,Southwest,@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,2015-02-20 17:51:19 -0800,40.77512287,-73.86982237
443,5496,5.68946502615179e+17,negative,0.6544,Southwest,@SouthwestAir it says I can't because my flight is in progress.,2015-02-20 17:33:11 -0800,41.30091858,-95.89873244
444,5497,5.68945639834268e+17,negative,0.6602,Southwest,@SouthwestAir can you help me with reFlight Booking Problems? My flight was Cancelled Flighted. FWHEI6,2015-02-20 17:29:45 -0800,41.30204773,-95.9002533
445,5532,5.68915536844759e+17,neutral,1.0,Southwest,@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,2015-02-20 15:30:08 -0800,35.12084166,-89.84738331
446,5548,5.68905259550056e+17,negative,1.0,Southwest,"@SouthwestAir Totally sucks that my flights were weathered out of existence, but Stacy in Tucson helped with an overnight in Vegas!",2015-02-20 14:49:18 -0800,35.9807446,-115.0846183
447,5565,5.6889254088951e+17,neutral,0.6604,Southwest,@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,2015-02-20 13:58:45 -0800,40.2376266,-74.9171435
448,5571,5.68888806805512e+17,positive,0.6715,Southwest,@SouthwestAir rules.,2015-02-20 13:43:55 -0800,41.78959656,-87.74028015
449,5587,5.6888232111951e+17,positive,1.0,Southwest,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",2015-02-20 13:18:09 -0800,38.73434659,-90.35501265
450,5612,5.68861568609456e+17,negative,1.0,Southwest,@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,2015-02-20 11:55:41 -0800,40.731704,-73.1724805
451,5616,5.68858194447086e+17,negative,1.0,Southwest,@SouthwestAir yes but not with out an attitude and nasty comment,2015-02-20 11:42:17 -0800,41.93001697,-72.68496357
452,5629,5.68850515309826e+17,negative,1.0,Southwest,@SouthwestAir again another ride SW employee that printed out boarding passes. Deficiency in training obviously,2015-02-20 11:11:46 -0800,41.93015938,-72.68522399
453,5636,5.68845879307735e+17,negative,1.0,Southwest,@SouthwestAir did you Cancelled Flight ALL flights into BNA today??? #needtogethome,2015-02-20 10:53:20 -0800,33.93454129,-118.40270098
454,5675,5.68818517694403e+17,negative,1.0,Southwest,@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.,2015-02-20 09:04:37 -0800,42.313473,-87.83530047
455,5688,5.68804291755946e+17,negative,1.0,Southwest,"@SouthwestAir couldn't make flight, funds forfeited as a no show!! Was trying to book another flight using those funds, I'm out.",2015-02-20 08:08:05 -0800,33.1973379,-96.7573509
456,5695,5.68801542322549e+17,neutral,1.0,Southwest,@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,2015-02-20 07:57:10 -0800,26.08232307,-80.16234879
457,5712,5.687844364283e+17,positive,0.6955,Southwest,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,2015-02-20 06:49:11 -0800,33.67698231,-117.8647932
458,5713,5.68784295759778e+17,negative,1.0,Southwest,"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",2015-02-20 06:48:38 -0800,33.18882771,-96.64036423
459,5741,5.6876308768938e+17,negative,1.0,Southwest,@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,2015-02-20 05:24:21 -0800,40.774588,-73.8708903
460,5753,5.68673970251117e+17,negative,1.0,Southwest,@SouthwestAir unable to book travel right now on the website or through the app. Help!,2015-02-19 23:30:14 -0800,37.78915629,-122.4148408
461,5761,5.68637034761302e+17,negative,0.6543,Southwest,@SouthwestAir last 5 flights have all consistently ran behind schedule what's up with that ??,2015-02-19 21:03:28 -0800,36.08029523,-115.1466466
462,5762,5.68630779720417e+17,neutral,1.0,Southwest,@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,2015-02-19 20:38:37 -0800,35.0557688,-78.9702049
463,5763,5.68629791869395e+17,negative,1.0,Southwest,"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",2015-02-19 20:34:41 -0800,32.8405223,-96.8149248
464,5775,5.6861383719834e+17,neutral,0.6236,Southwest,@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,2015-02-19 19:31:17 -0800,32.80223908,-117.2312804
465,5796,5.68589732520665e+17,negative,0.6806,Southwest,@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,2015-02-19 17:55:30 -0800,39.29345234,-94.71996208
466,5819,5.68573661378175e+17,positive,1.0,Southwest,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",2015-02-19 16:51:39 -0800,36.0931536,-86.6973554
467,5822,5.68571900596773e+17,negative,1.0,Southwest,"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",2015-02-19 16:44:39 -0800,36.1293776,-86.6699252
468,5848,5.68550726311346e+17,negative,0.6596,Southwest,@SouthwestAir Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept,2015-02-19 15:20:30 -0800,30.20650347,-97.74889927
470,5881,5.68523051853197e+17,positive,1.0,Southwest,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination,2015-02-19 13:30:32 -0800,34.0658388,-117.5711653
471,5883,5.68519360953717e+17,neutral,1.0,Southwest,@SouthwestAir Pres/CEO Gary Kelly at #TheRoFo addressing 2000 of his BWI based employees. @cbsbaltimore http://t.co/OI32uq2tTZ,2015-02-19 13:15:52 -0800,39.28859449,-76.61832385
472,5893,5.68506661373145e+17,neutral,1.0,Southwest,"@SouthwestAir any idea if there will be any ""spring sales"" soon for travel from Late Flight August to early September? Going from PA to LAX.",2015-02-19 12:25:25 -0800,41.24222981,-77.02647239
473,5904,5.68495464015929e+17,neutral,1.0,Southwest,@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,2015-02-19 11:40:55 -0800,30.20654541,-97.74890436
474,5911,5.684919001955e+17,negative,1.0,Southwest,"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners",2015-02-19 11:26:45 -0800,29.98473682,-90.25978334
475,5924,5.68482840750531e+17,negative,1.0,Southwest,@SouthwestAir suggestion- shades on the windows @KCIAirport so travelers won't have to watch ur luggage handlers throwing their bags around,2015-02-19 10:50:45 -0800,39.29372784,-94.71998281
476,5948,5.68466550337876e+17,negative,1.0,Southwest,@SouthwestAir surprise surprise more delays. Seems to be the norm.  Broken down equipment.,2015-02-19 09:46:01 -0800,39.86311565,-104.67610845
477,5972,5.68452051740414e+17,positive,1.0,Southwest,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,2015-02-19 08:48:25 -0800,33.05776114,-96.78169517
479,6046,5.68416519073468e+17,positive,1.0,Southwest,"@SouthwestAir aww thanks!! Other than that, love it!",2015-02-19 06:27:13 -0800,28.43585235,-81.30356273
480,6050,5.68413356492599e+17,positive,1.0,Southwest,@SouthwestAir the new logo is going to look amazing on the airplanes,2015-02-19 06:14:39 -0800,32.96225554,-96.80070994
481,6082,5.68273514970501e+17,negative,1.0,Southwest,"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?",2015-02-18 20:58:58 -0800,33.94729153,-118.40186744
482,6083,5.68271522332193e+17,negative,1.0,Southwest,@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,2015-02-18 20:51:03 -0800,33.94729537,-118.40196951
483,6089,5.68260044896244e+17,negative,1.0,Southwest,@SouthwestAir had a very rude gate agent at BWI tonight gate B8 after a 6.5hr delay for flight 1172. I think a little training is in order.,2015-02-18 20:05:27 -0800,39.17709903,-76.67124539
484,6114,5.68215698524246e+17,positive,1.0,Southwest,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0,2015-02-18 17:09:14 -0800,36.898315,-76.204491
485,6123,5.68209603332215e+17,positive,0.7065,Southwest,@SouthwestAir filing it now. Thank you for your response.,2015-02-18 16:45:00 -0800,29.65275101,-95.27596615
487,6176,5.68157733746295e+17,negative,0.6303,Southwest,@SouthwestAir How do I stop getting credit card apps? I already have a card!,2015-02-18 13:18:54 -0800,35.8271843,-87.43714049
488,6183,5.68149287948968e+17,neutral,1.0,Southwest,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,2015-02-18 12:45:20 -0800,27.9344812,-82.47401175
489,6192,5.68144357230027e+17,neutral,1.0,Southwest,@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,2015-02-18 12:25:45 -0800,44.8741191,-93.22830677
490,6218,5.68113383242912e+17,positive,1.0,Southwest,@SouthwestAir thanks for the follow up.  I appreciate it.,2015-02-18 10:22:40 -0800,38.97681463,-76.50266928
491,6226,5.6810882236076e+17,neutral,1.0,Southwest,@SouthwestAir Are you announcing any more winners to the #DestinationDragons @Imaginedragons  show @VelourLive in UTAH this weekend? #Lucky,2015-02-18 10:04:32 -0800,40.4871427,-112.011264
493,6237,5.68105106647839e+17,positive,0.6421,Southwest,"@SouthwestAir just added #passbook support to their iOS application! Finally, I get to add them to my collection. http://t.co/lEdNoCdQee",2015-02-18 09:49:46 -0800,30.43823709,-97.76632883
494,6242,5.68102187294974e+17,negative,1.0,Southwest,@SouthwestAir it's the poor customer service that I have a problem with!!!!!,2015-02-18 09:38:10 -0800,36.22640559,-86.82373437
498,6252,5.68094319766147e+17,negative,1.0,Southwest,@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,2015-02-18 09:06:55 -0800,25.7661538,-80.2517994
500,6269,5.68086073814827e+17,negative,1.0,Southwest,@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on,2015-02-18 08:34:09 -0800,38.34274662,-122.32611925
501,6345,5.68042869505655e+17,neutral,1.0,Southwest,@SouthwestAir when will you have flights for October 2015 available?,2015-02-18 05:42:28 -0800,41.28597403,-72.44456912
502,6363,5.67951109677027e+17,negative,0.6917,Southwest,@SouthwestAir will you please tell me if I'll make my flight out of here tomorrow 8am? I've been tryin for 3 days now to leave,2015-02-17 23:37:51 -0800,36.11159761,-86.7844525
503,6365,5.67935883086688e+17,negative,1.0,Southwest,“@SouthwestAir: @TinaIsBack I'm so sorry for your frustration. Did you get rebooked? ^SW” I've been rebooked 4 times!! Still stuck!! #SMH,2015-02-17 22:37:20 -0800,40.71035967,-74.15721568
504,6399,5.67880908528833e+17,positive,1.0,Southwest,@SouthwestAir can't wait! Thanks for the response!❤️,2015-02-17 18:58:53 -0800,39.73167173,-86.3559619
505,6405,5.67878239156339e+17,positive,1.0,Southwest,@SouthwestAir thanks!! We will see what happens!!,2015-02-17 18:48:17 -0800,36.14488928,-86.68739667
506,6419,5.67870311539933e+17,negative,1.0,Southwest,"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!",2015-02-17 18:16:47 -0800,29.65350715,-95.26679505
507,6454,5.67843014300693e+17,negative,0.6799,Southwest,"@SouthwestAir I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS",2015-02-17 16:28:19 -0800,33.42067535,-111.93155126
508,6477,5.67826899776447e+17,neutral,1.0,Southwest,@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama,2015-02-17 15:24:17 -0800,36.14487986,-86.68740641
509,6482,5.67823930985091e+17,negative,0.6739,Southwest,@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!,2015-02-17 15:12:29 -0800,40.65954723,-74.16986421
510,6483,5.67823459276878e+17,negative,1.0,Southwest,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,2015-02-17 15:10:36 -0800,40.65958823,-74.16987822
